,Rating,Type of Ownership,Industry,Job Title,Location,Job Description,Size,Founded,Company Name,Salary Estimate,Revenue,Sector
402,4.5,Company - Public,Enterprise Software & Network Solutions,Manager - Applications Software Engineering,"Redwood City, CA","AccruePartners values our contract and consulting employees. We offer a competitive benefits package to meet the diverse needs of all of our contractor and consulting employees and their family members. Here is a listing of what our company offers: 401(k) Medical, Dental, Vision, Life Insurance, Employee Assistance Program, Medical and Prescription Drug, Short and Long-Term Disability Insurance.

THE TEAM YOU WILL BE JOINING:

WHAT THEY OFFER YOU:",501 to 1000 Employees,2009,C3 AI,$58K - $120K (Glassdoor est.),$100 to $500 million (USD),Information Technology
403,4.5,Company - Public,Enterprise Software & Network Solutions,Data Engineer,"Chicago, IL","C3.ai, Inc. (NYSE:AI) is a leading provider of Enterprise AI software for accelerating digital transformation. C3 AI delivers a family of fully integrated products: C3 AI® Suite, an end-to-end platform for developing, deploying, and operating large-scale AI applications; C3 AI Applications, a portfolio of industry-specific SaaS AI applications; C3 AI CRM, a suite of industry-specific CRM applications designed for AI and machine learning; and C3 AI Ex Machina, a no-code AI solution to apply data science to everyday business problems. The core of the C3 AI offering is an open, model-driven AI architecture that dramatically simplifies data science and application development. Learn more at: www.c3.ai
C3 AI is looking for a manager to provide leadership and direction to the applications software engineering team of bright and ambitious self-starters like yourself. You will be part of a fast-moving organization with highly motivated engineers who tackle challenging and impactful problems. This management position is highly visible, will require frequent communication and interactions with the senior leadership team, and will require a driven individual taking on the responsibilities to develop and shape the product roadmap and strategic team goals.",501 to 1000 Employees,2009,Predictive Sales AI,$58K - $120K (Glassdoor est.),$100 to $500 million (USD),Information Technology
404,3.2,Subsidiary or Business Segment,Home Furniture & Housewares Stores,Azure Data Architect - Remote,"Omaha, NE","What do incubators and Predictive Sales AK have in common? Well, they’re great for growth, and even better for stability. As an innovative software development and digital marketing company pioneering the field of artificial intelligence, we can offer our newest Data Engineer the best of both words – a high energy, forward-thinking start-up culture, inside of a well-established, profitable, and stable structure . if you’re interested in getting your hands dirty and inciting change into a larger organization with a vision to change the world uses data today, then please read on.
Responsibilities
Design, build and maintain both new and existing data infrastructures using tools including (but not limited to) Microsoft SQL Server, Azure Tables, Azure Blobs, and Azure Cosmos
Determine the right database system for a provided data set
Drafting database/table schemas",1001 to 5000 Employees,1937,Nebraska Furniture Mart,$58K - $120K (Glassdoor est.),$1 to $2 billion (USD),Retail
405,3.2,Subsidiary or Business Segment,Home Furniture & Housewares Stores,"Senior Consultant - CBO - Operations Transformation, Center for Process Bionics","New York, NY","Pay Range: $95,843 - $130,347 annually
Applicants for this position can work remotely from their home! Applicants must live in Nebraska, Kansas, Missouri, Iowa, or Texas however due to store locations and tax purposes.
At NFM, we’ve been hiring friends since 1937—people who share our passion for helping customers feel right at home. If you share our vision, we invite you to be one of us!
People love working here! Glassdoor ranked Nebraska Furniture Mart in the top 50 Best Places to Work in the U.S. and here are a few reasons why:
A FUN, stable work environment, with no lay-offs in our history
A safe place to work and shop
Preferred",1001 to 5000 Employees,1937,Deloitte,$58K - $120K (Glassdoor est.),$1 to $2 billion (USD),Retail
406,3.2,Subsidiary or Business Segment,Home Furniture & Housewares Stores,Graph Data Engineer / Analyst,"Washington, DC","Pay Range: $95,843 - $130,347 annually
Applicants for this position can work remotely from their home! Applicants must live in Nebraska, Kansas, Missouri, Iowa, or Texas however due to store locations and tax purposes.
At NFM, we’ve been hiring friends since 1937—people who share our passion for helping customers feel right at home. If you share our vision, we invite you to be one of us!
People love working here! Glassdoor ranked Nebraska Furniture Mart in the top 50 Best Places to Work in the U.S. and here are a few reasons why:
A FUN, stable work environment, with no lay-offs in our history
A safe place to work and shop
Preferred",1001 to 5000 Employees,1937,ASR ANALYTICS LLC,$58K - $120K (Glassdoor est.),,
407,4.1,Accounting,Accounting & Legal,Cloud Data Engineer,"Saint Petersburg, FL","ASR Analytics is looking for a Graph Data Engineer / Analyst to join our growing and dynamic team. We specialize in developing data science applications used to identify fraud, non-compliance, and other forms of criminal activity. The ideal candidate will have experience designing, building, and analyzing graph databases using tools such as SQL, Cypher, Java, Bash, Hadoop, Spark, and Elastic. As a Data Engineer at ASR, you will work with data scientists and machine learning engineers to build international scale artificial intelligence systems to identify and refer civil and criminal forms of fraud and non-compliance. You will work on data transformation projects, data warehouses, proof of concepts, and machine learning systems to drive automation and serve data to downstream applications and end users. You will build data pipelines, knowledge graphs, and Machine Learning algorithms to empower customers and meet specific client goals.

Develop data models for graph databases.",1 to 50 Employees,Private Practice / Firm,Raymond James Financial,$58K - $120K (Glassdoor est.),,$1 to $5 million (USD)
408,4.1,Accounting,Accounting & Legal,Senior Data Analyst,"Roseville, MN","ASR Analytics is looking for a Graph Data Engineer / Analyst to join our growing and dynamic team. We specialize in developing data science applications used to identify fraud, non-compliance, and other forms of criminal activity. The ideal candidate will have experience designing, building, and analyzing graph databases using tools such as SQL, Cypher, Java, Bash, Hadoop, Spark, and Elastic. As a Data Engineer at ASR, you will work with data scientists and machine learning engineers to build international scale artificial intelligence systems to identify and refer civil and criminal forms of fraud and non-compliance. You will work on data transformation projects, data warehouses, proof of concepts, and machine learning systems to drive automation and serve data to downstream applications and end users. You will build data pipelines, knowledge graphs, and Machine Learning algorithms to empower customers and meet specific client goals.

Develop data models for graph databases.",1 to 50 Employees,Private Practice / Firm,Park Dental,$58K - $120K (Glassdoor est.),,$1 to $5 million (USD)
409,,,,Sr. Cloud Software Engineer - NASA Goddard Space Center. (ID542),"Riverdale, MD",,,,Sure Secure Solutions,$58K - $120K (Glassdoor est.),,
410,,Subsidiary or Business Segment,Metal & Mineral Manufacturing,Data Scientist,"Pittsburgh, PA","Sure Secure Solutions’ NASA EED-3 Program is seeking a Principal Software Engineer to work in a fast-paced Agile development environment performing operations, design, and development for the NASA Earthdata Cloud. Earthdata Cloud is a core capability in NASA’s Earth Observing System Data Information System (EOSDIS), which provides end-to-end capabilities for managing NASA’s Earth science data from various sources – satellites, aircraft, field measurements, and other programs.
As an Principal Software Engineer on the EED-3 team, you will ensure adherence to operational agreements and polices (including response times), compliance to program and NASA standards and requirements (including Section 508 compliance), leveraging of industry best practices for automation and scalability of assets, and implementation of issue detection and alerts.
Required Experience, Knowledge, and/or Skills:
Bachelor degree and at least 10 years of engineering experience.",501 to 1000 Employees,2002,SMS group Inc,$58K - $120K (Glassdoor est.),$100 to $500 million (USD),Manufacturing
411,4.5,Company - Private,Staffing & Outsourcing,Data Scientist-Python- St. Louis-Intermediate,"Saint Louis, MO",,201 to 500 Employees,1994,Envision LLC,$58K - $120K (Glassdoor est.),$25 to $50 million (USD),Business Services
412,4.5,Company - Private,Staffing & Outsourcing,Data Scientist-Python-Seattle,"Seattle, WA","Data Scientist- St. Louis, MO
No C2C, must be our W2 employee
Must have Python for modeling experience and SQL data wrangling experience

Basic Qualifications:
MS in Statistics, Applied Math, Data Science, Physics or other quantitative discipline
Intermediate Python skill with one year experience conducting exploratory data analysis and modeling using Python
Demonstrated knowledge and experience manipulating and analyzing large data sets, including SQL/Dataframe experience for wrangling data into analysis ready datasets
Strong analytical and quantitative problem solving ability, with demonstrated ability to build, test, and iterate on a variety of model forms",201 to 500 Employees,1994,Envision LLC,$58K - $120K (Glassdoor est.),$25 to $50 million (USD),Business Services
413,3.8,Company - Public,Consulting,Data Scientist,"Plymouth Meeting, PA","Data Scientist-Python- Seattle
No C2C, must be our W2 employee
Must have experience with data munging, Python and R

Basic Qualifications:
PhD with 1 year of experience or MS with 2 years of experience in Data Science, Machine Learning, Statistics, Applied Mathematics, or another highly quantitative discipline.
Demonstrated experience building predictive deep learning models.
Strong Python coding skills for data analysis and modeling, including experience with standard data science packages (numpy, pandas, matplotlib, seaborn, sklearn).",10000+ Employees,1976,"CGI Group, Inc.",$58K - $120K (Glassdoor est.),$10+ billion (USD),Business Services
414,3.8,Company - Public,Consulting,Associate Digital Media Planner,"Minneapolis, MN","Data Scientist

Position Description
CGI is looking for a Sr Data Science Engineer with 5+ years of proven industry experience. The candidate will also be providing statistical trend analysis on large structured and unstructured data sets and analysis of advanced algorithms including artificial intelligence concepts. The candidate will be responsible for adapting and modifying machine-learning algorithms to address user requirements and case studies, establishing new proof of concepts for our clients.

Your future duties and responsibilities
What You Will Do
Create models focused on data science and advanced analytics
Experience working with transformer models, sequence models, and natural language classifiers.

What We're Looking For

This role must be located at one of the following locations: NY; NJ; PA

Required qualifications to be successful in this role
Tools and Skill Set

Consulting Experience

Skill Set/Years of Experience/Proficiency Level

Data Science, AI/ML
5+
Proficient

TensorFlow / PyTorch
3+
Proficient

NLP
3+
Proficient

Data Analysis / Engineering
5+
Expert

Client facing
5+
Proficient

ETL
5+
Expert

DESIRED QUALIFICATIONS/NON-ESSENTIAL SKILLS REQUIRED

Skill Set/Years of Experience/Proficiency Level

Probabilistic Data Linkage
1+
Any

Minimum Education Required: Bachelors Degree; MBA

#doubledown



It is an extraordinary time to be in business. As digital transformation continues to accelerate, CGI is at the center of this change-supporting our clients' digital journeys and offering our professionals exciting career opportunities.

At CGI, our success comes from the talent and commitment of our professionals. As one team, we share the challenges and rewards that come from growing our company, which reinforces our culture of ownership. All of our professionals benefit from the value we collectively create.

Be part of building one of the largest independent technology and business services firms in the world.

Learn more about CGI at www.cgi.com .

No unsolicited agency referrals please.

CGI is an equal opportunity employer.

Qualified applicants will receive consideration for employment without regard to their race, ethnicity, ancestry, color, sex, religion, creed, age, national origin, citizenship status, disability, pregnancy, medical condition, military and veteran status, marital status, sexual orientation or perceived sexual orientation, gender, gender identity, and gender expression, familial status, political affiliation, genetic information, or any other legally protected status or characteristics.

CGI provides reasonable accommodations to qualified individuals with disabilities. If you need an accommodation to apply for a job in the U.S., please email the CGI U.S. Employment Compliance mailbox at US_Employment_Compliance@cgi.com . You will need to reference the requisition number of the position in which you are interested. Your message will be routed to the appropriate recruiter who will assist you. .

We make it easy to translate military experience and skills! Click here to be directed to our site that is dedicated to veterans and transitioning service members.

All CGI offers of employment in the U.S. are contingent upon the ability to successfully complete a background investigation. Background investigation components can vary dependent upon specific assignment and/or level of US government security clearance held. CGI will consider for employment qualified applicants with arrests and conviction records in accordance with all local regulations and ordinances.

CGI will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with CGI's legal duty to furnish information.",10000+ Employees,1976,Range Digital Marketing,$58K - $120K (Glassdoor est.),$10+ billion (USD),Business Services
415,,,,Machine Learning Engineer,"Raleigh, NC",,,,Vadum Inc,$58K - $120K (Glassdoor est.),,
416,4.1,Company - Private,Internet,Prince George's County Data Science Expert Jobs,Maryland,"Prince George's County Data Science Expert Jobs
The new school year is almost here. With summer learning loss being a bigger problem than ever before, the Varsity Tutors platform has thousands of students looking for online Data Science experts nationally and in Prince George's County. As an expert who uses the Varsity Tutors platform, you can earn good money and choose your own schedule while making a fundamental difference in the lives of your students.
Why join our platform?
Enjoy competitive rates and get paid up to 2x per week.
Teach as much or as little as you want.
Share your knowledge with large groups of students.",201 to 500 Employees,2007,Varsity Tutors,$58K - $116K (Glassdoor est.),Unknown / Non-Applicable,Information Technology
417,4.1,Company - Private,,Prairie Village Data Science Instructor Jobs,"Prairie Village, Johnson, KS","Prince George's County Data Science Expert Jobs
The new school year is almost here. With summer learning loss being a bigger problem than ever before, the Varsity Tutors platform has thousands of students looking for online Data Science experts nationally and in Prince George's County. As an expert who uses the Varsity Tutors platform, you can earn good money and choose your own schedule while making a fundamental difference in the lives of your students.
Why join our platform?
Enjoy competitive rates and get paid up to 2x per week.
Teach as much or as little as you want.
Share your knowledge with large groups of students.",201 to 500 Employees,2007,Varsity Tutors,$58K - $116K (Glassdoor est.),Unknown / Non-Applicable,Information Technology
418,4.1,Company - Private,Internet,Systems Engineer Senior Technical Specialist,"Chantilly, VA","Prairie Village Data Science Instructor Jobs
With the new school year approaching, the Varsity Tutors platform has thousands of students looking for online Data Science instructors nationally and in Prairie Village. As an instructor who uses the Varsity Tutors platform, you can earn good money teaching small groups of students, choose your own hours, and truly make a difference in the lives of your students.
Why join our platform?
Enjoy competitive rates and get paid 2x per week.
Choose to tutor as much or as little as you want.
Set your own hours and schedule.",201 to 500 Employees,2007,Peraton,$58K - $116K (Glassdoor est.),Unknown / Non-Applicable,Information Technology
419,4.1,Company - Private,Internet,"Senior Data Engineer / Tech Lead, onsite - 541181","Dublin, OH","Prairie Village Data Science Instructor Jobs
With the new school year approaching, the Varsity Tutors platform has thousands of students looking for online Data Science instructors nationally and in Prairie Village. As an instructor who uses the Varsity Tutors platform, you can earn good money teaching small groups of students, choose your own hours, and truly make a difference in the lives of your students.
Why join our platform?
Enjoy competitive rates and get paid 2x per week.
Choose to tutor as much or as little as you want.
Set your own hours and schedule.",201 to 500 Employees,2007,Revel IT,$58K - $116K (Glassdoor est.),Unknown / Non-Applicable,Information Technology
420,,Company - Private,IT Services,"Manager, e-commerce Marketing Technology","San Francisco, CA","Prairie Village Data Science Instructor Jobs
With the new school year approaching, the Varsity Tutors platform has thousands of students looking for online Data Science instructors nationally and in Prairie Village. As an instructor who uses the Varsity Tutors platform, you can earn good money teaching small groups of students, choose your own hours, and truly make a difference in the lives of your students.
Why join our platform?
Enjoy competitive rates and get paid 2x per week.
Choose to tutor as much or as little as you want.
Set your own hours and schedule.",10000+ Employees,2017,Constellation Brands,$58K - $116K (Glassdoor est.),$5 to $10 billion (USD),Information Technology
421,,,,Sr. Full Stack Software Engineer,"Dedham, MA","Peraton Overview

Peraton drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. As the worlds leading mission capability integrator and transformative enterprise IT provider, we deliver trusted and highly differentiated national security solutions and technologies that keep people safe and secure. Peraton serves as a valued partner to essential government agencies across the intelligence, space, cyber, defense, civilian, health, and state and local markets. Every day, our 22,000 employees do the cant be done, solving the most daunting challenges facing our customers.


Responsibilities",,,Health Data Analytics Institute,$58K - $116K (Glassdoor est.),,
422,,Company - Private,Advertising & Marketing,Senior Developer,"Brewster, NY","Senior Full Stack Software Engineer About us
HDAI is an entrepreneurial company developing and commercializing proprietary quantitative solutions to capture, integrate and interpret healthcare data to improve decisions and outcomes. We specialize in transforming this data into actionable information for clients across a broad array of industries and applications. Our data science team has used AI to build dozens of risk indicators for longevity, health status, outcomes, and cost of care based on 100 billion healthcare encounters. We can apply our models to patient data from a variety of sources (paper charts, EHRs, Blue Button, and API requests). In a world with too much data, we’re helping others unlock true insight to advance research, patient care, life sciences, and more.
HDAI is located in Dedham, MA near the Commuter Rail (25 minutes from Back Bay and South Station) and I-95/128.
Job Description
The Senior Full Stack Software Engineer will be a key contributor to the design and build of the overall software architecture and product suite. HDAI has developed an industry-leading methodology for creating sophisticated and highly accurate data models for predicting a range of clinical risks using claims data and a validated supervised learning approach. These insights are to be used to highlight the most important elements of a patient’s health history to the most important people at the most impactful times. To accomplish this a complete product suite and architecture is being built including ETL, large-scale databases, real-time integrations with external systems, a publicly facing API, compute engines and several user facing applications.
Key Responsibilities
· Be a hands-on contributor across a full application stack that operates at scale",1 to 50 Employees,2003,Alliant Cooperative Data Solutions,$58K - $116K (Glassdoor est.),$5 to $10 million (USD),Business Services
423,3.8,Nonprofit Organization,Health Care Services & Hospitals,Sr Database Administrator - SAS Programmer,"Nashville, TN","Overview
Alliant is seeking a Senior Developer to join its applications technology team. This associate will be tasked with design, development, implementation and maintenance of software to support and enhance a variety of web-based and console applications. The role requires close collaboration with teams involved in Production Delivery, Data Science and Product Management within a fast-paced big data marketing services environment.
The successful candidate for this position will be detail-oriented and have a working knowledge of modern web technologies. A demonstrated aptitude for working in both classical development environments such as C++ and Java as well as graphical data management development environments is essential. Additional responsibilities include providing consultation on design of data processing systems, specifying required inputs and outputs, and methods of validation and quality control. This is a tremendous opportunity for an individual with a career interest in data-driven marketing who wants to be a key member of a highly-energized and innovative team.",10000+ Employees,1874,Vanderbilt University Medical Center,$58K - $116K (Glassdoor est.),$2 to $5 billion (USD),Health Care
424,4.5,Company - Public,Enterprise Software & Network Solutions,Site Reliability Engineer - Federal,"Redwood City, CA","Sr Database Administrator - SAS Programmer
2105339
Job Research
Primary Location TN-Nashville-2525 West End Ave
Organization Health Policy 104625
Shift First Shift

Senior Database Administrator
Job Summary:",501 to 1000 Employees,2009,C3 AI,$58K - $116K (Glassdoor est.),$100 to $500 million (USD),Information Technology
425,4.5,Company - Public,Enterprise Software & Network Solutions,Senior ETL Data Analyst,"Brewster, NY","C3.ai, Inc. (NYSE:AI) is a leading provider of Enterprise AI software for accelerating digital transformation. C3 AI delivers a family of fully integrated products: C3 AI® Suite, an end-to-end platform for developing, deploying, and operating large-scale AI applications; C3 AI Applications, a portfolio of industry-specific SaaS AI applications; C3 AI CRM, a suite of industry-specific CRM applications designed for AI and machine learning; and C3 AI Ex Machina, a no-code AI solution to apply data science to everyday business problems. The core of the C3 AI offering is an open, model-driven AI architecture that dramatically simplifies data science and application development. Learn more at: www.c3.ai
C3.ai is a leading enterprise AI software provider for accelerating digital transformation. The comprehensive and proven C3 AI Suite uses a model-driven abstraction layer to enable organizations to develop, deploy, and operate enterprise scale AI applications 40x to 100x faster than alternative approaches. www.c3.ai
We are looking for a Site Reliability Engineer - Federal to join our team in Redwood City, California.",501 to 1000 Employees,2009,Alliant Cooperative Data Solutions,$58K - $116K (Glassdoor est.),$100 to $500 million (USD),Information Technology
426,4.5,,,Software Engineer,Remote,"C3.ai, Inc. (NYSE:AI) is a leading provider of Enterprise AI software for accelerating digital transformation. C3 AI delivers a family of fully integrated products: C3 AI® Suite, an end-to-end platform for developing, deploying, and operating large-scale AI applications; C3 AI Applications, a portfolio of industry-specific SaaS AI applications; C3 AI CRM, a suite of industry-specific CRM applications designed for AI and machine learning; and C3 AI Ex Machina, a no-code AI solution to apply data science to everyday business problems. The core of the C3 AI offering is an open, model-driven AI architecture that dramatically simplifies data science and application development. Learn more at: www.c3.ai
C3.ai is a leading enterprise AI software provider for accelerating digital transformation. The comprehensive and proven C3 AI Suite uses a model-driven abstraction layer to enable organizations to develop, deploy, and operate enterprise scale AI applications 40x to 100x faster than alternative approaches. www.c3.ai
We are looking for a Site Reliability Engineer - Federal to join our team in Redwood City, California.",501 to 1000 Employees,,Oakwood Search,$58K - $116K (Glassdoor est.),,
427,,,,Senior Application Engineer - Fully Remote (NC),"Charlotte, NC","**Candidates without SaaS, AWS, Ruby on Rails & React experience will not be considered**
Come join our growing team! You will have the opportunity to work in a collaborative and creative environment where your ideas matter.
Our client, an established SaaS Firm with Private Equity Funding, is seeking a remote* Senior Software Engineer to contribute to the next phase of growth with our company’s brands and product portfolio. The ideal candidate for this critical position will contribute high quality software and engineering expertise as a technical leader with our talented engineering group.
This position reports to the Director, Software Engineering and collaborates with senior leadership from the product and engineering departments.
About our brands:",,,Firefighters First Credit Union,$58K - $116K (Glassdoor est.),,
428,,,,"Sr. Software Engineer, Full-Stack","Redwood City, CA","**Candidates without SaaS, AWS, Ruby on Rails & React experience will not be considered**
Come join our growing team! You will have the opportunity to work in a collaborative and creative environment where your ideas matter.
Our client, an established SaaS Firm with Private Equity Funding, is seeking a remote* Senior Software Engineer to contribute to the next phase of growth with our company’s brands and product portfolio. The ideal candidate for this critical position will contribute high quality software and engineering expertise as a technical leader with our talented engineering group.
This position reports to the Director, Software Engineering and collaborates with senior leadership from the product and engineering departments.
About our brands:",,,C3 AI,$58K - $116K (Glassdoor est.),,
429,3.5,Nonprofit Organization,Health Care Services & Hospitals,Data Scientist,"Cincinnati, OH","This is a fully remote role.
Candidate to be based in North Carolina.

The Senior Application Engineer at Firefighters First Credit Union (FFCU) is responsible for maintaining and supporting the Credit Union’s core applications by ensuring system integrity and maximize functionality of the system. The Senior Application Engineer (SAE) maintains, supports, develops, troubleshoots, tests, trains, and implements software applications to meet business goals. This includes automation of business processes, creation of tools to provide efficiency, and development of key functionality of our core system and third party products. The SAE is the technical Subject Matter Expert (SME) on supported applications with a proficient understanding of business functionalities and end-user experience. The SAE works closely with the IT team and other employees providing consultative technical direction and systems enhancements in line with business goals and technology best practice solutions. The SAE serves as the primary liaison with third party vendors to ensure systems availability, uptime, optimization, upgrade, enhancements, and security.",10000+ Employees,2018,Bon Secours Mercy Health,$58K - $116K (Glassdoor est.),$5 to $10 billion (USD),Health Care
430,3.5,Nonprofit Organization,Health Care Services & Hospitals,Senior Data Scientist,"Chicago, IL","Thank you for considering a career at Bon Secours Mercy Health!
SUMMARY
The Data Scientist applies strong expertise in machine learning, data mining, and information retrieval to design, prototype, and build next generation advanced analytics engine and services. The data scientist collaborates with translators to define technical problem statement and hypothesis to test; develops efficient and accurate analytical models that mimic business decisions.
ESSENTIAL JOB FUNCTIONS
Design, create, test and implement complex models and algorithms that drive analytical solutions throughout the organization
Conduct advanced statistical and other analysis to provide actionable insights, identify trends, and measure performance.
40
SS Analytics",10000+ Employees,2018,"AMI Group, LLC",$58K - $116K (Glassdoor est.),,
431,4.2,Company - Public,Computer Hardware & Software,Data Scientist,Remote,"TITLE: Senior Data Scientist
COMPANY: AMI Group, LLC
REPORTS TO: Chief Executive Officer
SALARY RANGE: $140,000 - $160,000 plus bonus potential of 20%
JOB SUMMARY
AMI Group, LLC is the asset manager for Chicago Parking Meters, LLC (“CPM”). CPM is the largest privately-operated on-street metered parking system in the United States.
The position is primarily responsible for providing data science support for various projects within Chicago Parking Meters, LLC (“CPM”). The Senior Data Scientist assists in overseeing the activities of the data analyst(s) and provides advanced expertise and guidance on statistical and mathematical concepts for the data and analytics team. The Senior Data Scientist applies and inspires the adoption of advanced data science and analytics across the business.",1 to 50 Employees,1975,BrainWorks,$58K - $116K (Glassdoor est.),$5 to $10 million (USD),Information Technology
432,4.2,Company - Public,Computer Hardware & Software,Director of Training ( Cloud Architect ),"Chicago, IL","Data Scientist (with deep ML)
Remote

Opportunity at a GLOBAL fortune 100 company headquartered in the Northeast region of the USA (but you can stay remote and just visit quarterly/as needed).

This is an opportunity for a Data Scientist with an advanced degree to join a new & rapidly growing internal Center of Excellence serving the enterprise.
Use predictive modeling and machine learning to recommend impactful changes to the supply chain and production schedules.
Targeting 110-120k base, depending on level of degree, and applied experience(s). MUST HAVE at least 2 years of applied/professional DS employment experience to qualify
BrainWorks, founded in 1991, is a leading executive search firm that prides itself on delivering superior talent to drive business performance. Our consultants are experts in their practice areas, which include CRM, Direct / Database Marketing and Customer Sciences / Advanced Analytics.

The Relationship Marketing and Decision Sciences Practice Group places top performing candidates, from mid-level managers to C-level executives, with companies spanning from entrepreneurial start-ups to Fortune 500’s. Some of the business areas in which these candidates specialize include the following: Statistical Modeling, Advanced Analytics, Web Analytics, Digital Analytics, Customer Analytics, and Campaign Management.

When you partner with BrainWorks you will receive industry expertise coupled with quality, speed and results guaranteeing a great hire. We look forward to having the opportunity to work with you https://brainworksinc.com.

IND123",1 to 50 Employees,1975,Digital Republic Recruitment,$58K - $116K (Glassdoor est.),$5 to $10 million (USD),Information Technology
433,4.2,Unknown / Non-Applicable,,Senior Data Analyst,"Honolulu, HI","OVERVIEW
Looking for a Senior Technical Trainer with a background in Cloud and specifically GCP to work with one of my best clients, a global and expanding full service digital agency with a reputation for excellent customer intimacy, diversity and digital innovation.
This Senior Cloud Trainer will deliver training to senior partners. You will have strong teaching skills and an ability to explain complex Cloud technologies in a way that engages and inspires technical professionals. While the focus will be on technical training classes, you will also support training activities at Marketing events. You will also be expected to provide feedback to the Curriculum Development Team to ensure ongoing high impact of the materials, and may be asked to act as a SME on new content creation. The primary focus of this role is to deliver courses from the Cloud Infrastructure curriculum, but you may also be asked to take on courses from other parts of our curriculum as our offering expands.",1 to 50 Employees,Unknown,AlohaCare,$58K - $116K (Glassdoor est.),,
434,3.7,Company - Private,Staffing & Outsourcing,Data Analyst (IT Salesforce),"Fort Lauderdale, FL","The Company:
AlohaCare is a local, non-profit
health plan serving the Medicaid and Medicare dual eligible population. We provide comprehensive managed care to
qualifying health plan members through well-established partnerships with
quality health care providers and community-governed health centers. Our
mission is to serve individuals and communities in the true spirit of aloha by
ensuring and advocating access to quality health care for all. This is
accomplished with emphasis on prevention and primary care through community
health centers that founded us and continue to guide us as well as with others
that share our commitment. As Hawaii’s third-largest health plan, AlohaCare
offers comprehensive prevention, primary and specialty care coverage in order
to successfully build a healthy Hawaii.",201 to 500 Employees,2012,"Hayes Locums, LLC",$58K - $116K (Glassdoor est.),$100 to $500 million (USD),Business Services
435,3.7,Company - Private,Staffing & Outsourcing,"Senior Manager, Product Marketing (L)","Newark, NJ","Hayes Locums is a temporary physician and advanced practices staffing agency delivering excellence in the healthcare industry since 2012. Our dedication to finding impactful healthcare professionals for hospitals and providing high-impact service has won the company high praise of ""Best Places to Work"" and the ""Fastest Growing Staffing Company in the United States""- SIA.
Why work for us:
Eligibility to enroll in medical benefits after one month, as well as 401K plan.
7 Paid Holidays plus initial accrual of 15 PTO days a year.
Strong company commitment to community outreach initiatives.
Dynamic and collaborative team environment.
Recipient of multiple industry awards including Best Places to Work, and Diamond Award Winner for Best of Staffing Client & Talent Satisfaction.",51 to 200 Employees,2011,Avispa Technology,$58K - $116K (Glassdoor est.),$10 to $25 million (USD),Business Services
436,4.1,Company - Public,Banks & Credit Unions,Machine Learning Engineer,"Hull, MA","Senior Manager, Product Marketing 1006651 (L)
A leading podcast and audiobook company is seeking an experienced, strategic, and highly collaborative Senior Manager, Product Marketing. The successful candidate will lead the charge for evolving and optimizing the company's portfolio of consumer subscription products. The ideal candidate will thrive in a highly entrepreneurial, fast-changing, and collaborative environment where people are driven, enthusiastic, collaborative, and not afraid to take risks. The company offers a great work environment!
Senior Manager, Product Marketing Benefits:
Worksite: Leading podcast and audiobook company (Newark, NJ 07102)
W2 Employment, Group Medical, Dental, Vision, 401k, PSL
Senior Manager, Product Marketing Responsibilities:",10000+ Employees,1994,Capital One,$58K - $116K (Glassdoor est.),$10+ billion (USD),Finance
437,5.0,Company - Private,Staffing & Outsourcing,Reimbursement Analyst/Contract Modeler,Remote,"314 Main Street (21020), United States of America, Cambridge, Massachusetts
Machine Learning Engineer
As a Capital One Machine Learning Engineer, you'll be part of an Agile team dedicated toproductionizing machine learning applications and systems at scale. You’ll participate in thedetailed technical design, development, and implementation of machine learning applicationsusing existing and emerging technology platforms. Working within an Agile environment, you’llfocus on machine learning architectural design, develop and review model and application code,and ensure high availability and performance of our machine learning applications. You'll havethe opportunity to continuously learn and apply the latest innovations and best practices inmachine learning engineering to keep Capital One at the cutting edge of technology.
We are seeking Software Engineers who are passionate about marrying data with emerging technologies to join our team. As a Capital One Software Engineer, you’ll have the opportunity to be on the forefront of driving a major transformation within Capital One. Learn more about #lifeatcapitalone and our commitment to diversity & inclusion by jumping to slides 76-91 on our Corporate Social Responsibility Report. This requisition is an advertisement for multiple opportunities within our Tech organization. By applying to this particular role, you'll also be considered for other roles within Capital One's Engineering Organization.",51 to 200 Employees,2011,Salud Revenue Partners,$58K - $116K (Glassdoor est.),Unknown / Non-Applicable,Business Services
