,Salary Estimate,Founded,Company Name,Job Title,Job Description,Rating,Revenue,Sector,Size,Industry,Type of Ownership,Location
337,$56K - $118K (Employer est.),1957,Toyota,Data Scientist,"Who We Are
Collaborative. Respectful. A place to dream and do. These are just a few words that describe what life is like at Toyota. As one of the world's most admired brands, Toyota is growing and leading the future of mobility through innovative, high-quality solutions designed to enhance lives and delight those we serve. We're looking for diverse, talented team members who want to Dream. Do. Grow. with us.
An important part of the Toyota family is Toyota Financial Services (TFS), the finance and insurance brand for Toyota and Lexus in North America. While TFS is a separate business entity, it is an essential part of this world-changing company – delivering on Toyota's vision to move people beyond what's possible. At TFS, you will help create best-in-class customer experiences in an innovative, collaborative environment.
Who We're Looking For",3.9,$10+ billion (USD),Manufacturing,10000+ Employees,Transportation Equipment Manufacturing,Company - Public,"Plano, TX"
338,$56K - $118K (Employer est.),1957,LOCKHEED MARTIN CORPORATION,Data Scientist Associate - Level 1,"Who We Are
Collaborative. Respectful. A place to dream and do. These are just a few words that describe what life is like at Toyota. As one of the world's most admired brands, Toyota is growing and leading the future of mobility through innovative, high-quality solutions designed to enhance lives and delight those we serve. We're looking for diverse, talented team members who want to Dream. Do. Grow. with us.
An important part of the Toyota family is Toyota Financial Services (TFS), the finance and insurance brand for Toyota and Lexus in North America. While TFS is a separate business entity, it is an essential part of this world-changing company – delivering on Toyota's vision to move people beyond what's possible. At TFS, you will help create best-in-class customer experiences in an innovative, collaborative environment.
Who We're Looking For",3.9,$10+ billion (USD),Manufacturing,10000+ Employees,Transportation Equipment Manufacturing,Company - Public,"Fort Worth, TX"
339,$56K - $118K (Employer est.),1957,Accenture,Behavioral Data Science Consultant,"Who We Are
Collaborative. Respectful. A place to dream and do. These are just a few words that describe what life is like at Toyota. As one of the world's most admired brands, Toyota is growing and leading the future of mobility through innovative, high-quality solutions designed to enhance lives and delight those we serve. We're looking for diverse, talented team members who want to Dream. Do. Grow. with us.
An important part of the Toyota family is Toyota Financial Services (TFS), the finance and insurance brand for Toyota and Lexus in North America. While TFS is a separate business entity, it is an essential part of this world-changing company – delivering on Toyota's vision to move people beyond what's possible. At TFS, you will help create best-in-class customer experiences in an innovative, collaborative environment.
Who We're Looking For",3.9,$10+ billion (USD),,10000+ Employees,Transportation Equipment Manufacturing,Company - Public,"Austin, TX"
340,$56K - $118K (Employer est.),1989,Capgemini,Entry Level Data Engineer - September Start Date,"Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services—all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 514,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com
We are:
Solutions.AI is Accenture's collection of AI solutions that are designed to unlock new efficiencies and growth, enable new ways of working, and facilitate game-changing innovation–3x faster than the typical product lifecycle. Built and delivered on the foundation of Accenture's unparalleled AI expertise, data services, IP and ecosystem partners, our scalable, modular solutions minimize time to market and maximize business impact. The next AI revolution will be built by people like you. Visit us here to find out more about Solutions.AI.",4.1,$10+ billion (USD),Business Services,10000+ Employees,Consulting,Company - Public,"New York, NY"
341,$56K - $118K (Employer est.),1967,PayPal,Data Scientist 3,"Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services—all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 514,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com
We are:
Solutions.AI is Accenture's collection of AI solutions that are designed to unlock new efficiencies and growth, enable new ways of working, and facilitate game-changing innovation–3x faster than the typical product lifecycle. Built and delivered on the foundation of Accenture's unparalleled AI expertise, data services, IP and ecosystem partners, our scalable, modular solutions minimize time to market and maximize business impact. The next AI revolution will be built by people like you. Visit us here to find out more about Solutions.AI.",3.8,$10+ billion (USD),Information Technology,10000+ Employees,Enterprise Software & Network Solutions,Company - Public,"Wilmington, DE"
342,$56K - $118K (Employer est.),,RMDS Lab,Data Scientist for GRMDS.org,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 392 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 392 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies. Looking for a seasoned analytics professional to join the Global Merchant Lending analytics team and make an immediate impact. The ideal candidate is highly skilled in credit card marketing analytics and can deliver results for our stakeholders.",4.1,,,,,,"Pasadena, CA"
343,$56K - $118K (Employer est.),,Accenture,Federal - Data Visualization Specialist,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns and insights that will help our company and our clients. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company and our clients analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns",,,,,,,"Arlington, VA"
344,$56K - $118K (Employer est.),1989,Atlanta Regional Commission,Data Visualization Assistant – PT Temp,"Organization: Accenture Federal Services
Location: Washington, DC
We are:
Accenture Federal Services, helping our federal clients tackle their toughest challenges while unleashing their fullest potential…and then some. What makes our approach so unique? Operating from the nation’s capital, we bring together commercial innovation and leading-edge technologies to deliver an integrated and interactive experience that far exceeds expectations. How? Our passion meets purpose! Through our diverse culture and inclusive thinking, we embrace our employees' ideas taking them from concept to practical solutions. Not to mention, we sleep well at night knowing our work directly impacts and improves the way the world works. We keep our tech smarts sharp by providing abundant training and certification opportunities. Are you ready to learn and grow in a career, while making a difference?",4.1,,Unknown / Non-Applicable,10000+ Employees,Government,State & Regional Agencies,"Atlanta Central City Post Offi, GA"
345,$56K - $118K (Employer est.),Government,Facebook,"Research Scientist, Optimization Research (Core Data Science - PhD)","Center
Center for Livable Communities

Group
Research & Analytics

Salary Range
$15.00-$17.00




POSITION SUMMARY:",3.9,,Unknown / Non-Applicable,51 to 200 Employees,Government,State & Regional Agencies,"Menlo Park, CA"
346,$56K - $118K (Employer est.),1863,Bayer,Precision Genomics Data Science Co-Op,,4.1,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ Employees,Biotech & Pharmaceuticals,Company - Private,"Chesterfield, MO"
347,$56K - $118K (Employer est.),1863,Treeco Group,Data Engineer,"Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Its products and services are designed to benefit people and improve their quality of life. At Bayer you have the opportunity to be part of a culture where we value the passion of our employees to innovate and give them the power to change.


Precision Genomics Data Science Co-Op",4.1,,Biotech & Pharmaceuticals,10000+ Employees,Biotech & Pharmaceuticals,Company - Private,"Chicago, IL"
348,$56K - $118K (Employer est.),,George Washington University,"Research Associate, Data Science","We’re looking for an experienced Data Engineer with a strong background in statistics and SQL, Python and/or R skills to join our team! Do you want a role where you can really make a difference? Then this role could be perfect for you! In this role you will apply your deep expertise in analytics and data science techniques to enable better customer understanding and inform business decisioning for us.
Key Responsibilities
Contribute to a shared analytics architecture and plan for machine decisioning, claims optimisation and manage components of delivery to that plan.
Elicit and understand stakeholder needs before scoping and developing analytical methodologies to generate training data and build advanced analytical models and solutions with a view to activating them within business processes.
Adopt a product management approach to deliver valuable improvements often, continuously improve and meet stakeholder needs.",,,,,,,United States
349,$56K - $118K (Employer est.),2000,FedEx Services,Data Analyst,"The Department of Environmental & Occupational Health is seeking to fill a Research Associate, Data Science position for the research group of Associate Professor Susan Anenberg. Dr. Anenberg’s main interests are quantifying health impacts of climate change and air pollution from local to global scales, including developing scientific methods and evaluating policy scenarios for mitigation. This research is interdisciplinary and draws from a variety of fields, including atmospheric science, epidemiology, and economics. The Research Associate will be co-advised by Dr. Anenberg and Research Scientist Dr. Dan Goldberg.

Ability to exercise independent judgment, think critically and logically to overcome problems, and work under minimal supervision is essential.
The primary responsibility is to support NASA grants on using satellite remote sensing to characterize air pollution and climate change, and their public health impacts and opportunities for mitigation. This work may include data cleaning, processing, and analysis; developing webpages; and communicating with GW faculty and staff and external partners. Important geospatial datasets used for this research include satellite remote sensing of environmental characteristics such as air quality (e.g. globally gridded nitrogen dioxide column densities from the Ozone Monitoring Instrument, OMI, and the TROPOspheric Monitoring Instrument, TROPOMI) and vegetation and green space (e.g. globally gridded normalized difference vegetation index, NDVI), demographic variables (e.g. census block, block group, and tract data from the U.S. Census), and output from environmental models (e.g. gridded air pollution levels over urban, regional, and global areas).



Salary is commensurate with training level and experience.
Minimum Qualifications:
Additional Required Licenses/Certifications/Posting Specific Minimum Qualifications: Preferred Qualifications:

Typical Hiring Range $23.74 - $33.21 How is pay for new employees determined at GW?",4.0,$1 to $5 million (USD),Transportation & Logistics,1001 to 5000 Employees,Logistics & Supply Chain,Company - Public,"Oklahoma City, OK"
350,$56K - $118K (Employer est.),2000,Facebook,"Data Scientist, Analytics (University Grad)","Company: FedEx Services
Job Title: Data Analyst
Job Requisition Number: RC389493
Category: Decision Science & Analytics
Pay Type: Exempt
Locations:
Remote, Tennessee 38120
United States

Oklahoma City, Oklahoma 73105
United States

Compensation: Monthly Salary $4504.12 - $6688.92
The estimate displayed represents the typical salary range or starting rate of candidates hired in Colorado. Factors that may be used to determine your actual salary may include your specific skills, your remote work location (for remote postings), how many years of experience you have, and comparison to other employees already in this role.",4.1,$1 to $5 million (USD),Transportation & Logistics,10000+ Employees,Logistics & Supply Chain,Company - Public,"Menlo Park, CA"
351,$56K - $118K (Employer est.),2000,Pivosys Inc.,Python Developer -With Data Science Experience,"Company: FedEx Services
Job Title: Data Analyst
Job Requisition Number: RC389493
Category: Decision Science & Analytics
Pay Type: Exempt
Locations:
Remote, Tennessee 38120
United States

Oklahoma City, Oklahoma 73105
United States

Compensation: Monthly Salary $4504.12 - $6688.92
The estimate displayed represents the typical salary range or starting rate of candidates hired in Colorado. Factors that may be used to determine your actual salary may include your specific skills, your remote work location (for remote postings), how many years of experience you have, and comparison to other employees already in this role.",4.1,$1 to $5 million (USD),Transportation & Logistics,10000+ Employees,Logistics & Supply Chain,Company - Public,"Sacramento, CA"
352,$56K - $118K (Employer est.),1995,LOCKHEED MARTIN CORPORATION,Data Governance Analyst,"Are you passionate about Facebook’s product, analytics and technology? The Analytics team is looking for fast-moving analytics candidates and data junkies who want to make an impact. Candidates will help own analytics for a particular product or business at Facebook and work with product managers and engineers to translate the analysis into meaningful impact to the business. Please note that candidates will have a general interview and then we will make a determination of actual team assignments.
Perform large-scale data analysis and develop effective statistical models for segmentation, classification, optimization, time series, etc.
Design and implement reporting dashboards that track key business metrics and provide actionable insights
Identify actionable insights, suggest recommendations and influence the direction of the business by effectively communicating results to cross-functional groups
Work closely with Product or Engineering & Operations teams to proactively create rule and manage decisions",4.1,$10+ billion (USD),Aerospace & Defense,10000+ Employees,Aerospace & Defense,Company - Public,"Aguadilla, PR"
353,$56K - $118K (Employer est.),Company - Public,people*strata,"Associate, Data Science","The selected candidate will serve as a Data Governance Analyst within Lockheed Martin (LM) Chief Data & Analytics Office (CDAO) supporting the Rotary and Mission Systems (RMS). The selected candidate will assist the Data Governance team with developing and enhancing Lockheed Martin CDAO RMS’s data strategy to best optimize, protect, and leverage data as an enterprise asset. The candidate will work across the people, process, and technology pillars of data governance to operationalize data governance across the RMS business area. The role will have a particular focus on supporting the development of data governance processes within RMS by working with stakeholders to understand their business needs, translate them into data problems, and then set the direction of the projects to solve these problems.

The work location for this position is virtual.
Duties and responsibilities include, but are not limited to:
Assist the data governance team in the formation and execution of data governance frameworks, policies, and standards


Strong understanding of databases and data structures and proficiency in Structured Query Language (SQL)

job.Qualifications


Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.

Experienced Professional",4.1,,,,,Unknown / Non-Applicable,"Cincinnati, OH"
354,$56K - $118K (Employer est.),1989,Pinnacle Group,Data Engineer (Remote 667-1),"ENGINE is a media and marketing services company that exists to futureproof clients business. In a fast-changing world, we empower our clients to outperform in the present and win in the future. Driven by data. Fueled by imagination. Powered by technology. Engine is an ecosystem of creative wunderkinds, uber-nerds, business consultants, cultural mavens, and channel specialists working together to help our clients grow. With global headquarters in New York and 16 locations across North America, the UK, Europe, and Asia-Pacific, Engine offers clients a vast range of marketing solutionsincluding insights, content, distribution, data and technology.

POSITION SUMMARY:",5.0,,,,$25 to $50 million (USD),Company - Public,"Memphis, TN"
355,$56K - $118K (Employer est.),1989,Fidelity Investments,Data Scientist,"Title: Data Engineer
Location: 100% Remote
Rate: $55/hr
Contract: Minimum 1 year

Must Have:
SQL
Hive
Python
Light UNIX",1.5,,,51 to 200 Employees,$25 to $50 million (USD),Company - Public,"Durham, NC"
356,$56K - $118K (Employer est.),1989,Envision,Data Scientist with statistics focus – entry level,"Title: Data Engineer
Location: 100% Remote
Rate: $55/hr
Contract: Minimum 1 year

Must Have:
SQL
Hive
Python
Light UNIX",1.5,,,51 to 200 Employees,$25 to $50 million (USD),Company - Public,"West Sacramento, CA"
357,$56K - $118K (Employer est.),1963,CVS Health,Data Science Analyst,,3.0,$10+ billion (USD),Health Care,10000+ Employees,Health Care Services & Hospitals,Company - Public,"New York, NY"
358,$56K - $118K (Employer est.),1963,FAAZ Consulting,SAS Data Scientist,"It’s a new day in healthcare!

Combining CVS Health and Aetna was a ground-breaking moment for our company and our industry, establishing CVS Health as the nation’s premier health innovation company. Through our health services, insurance plans and community pharmacists, we’re pioneering a bold new approach to total health.

Looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster? Interested in generating analytical insights that inform provider networks and engagement strategies that support members on their individualized health and wellness journey? Aetna's Provider & Network Analytics team delivers strategically impactful programs and tools that expand convenient access to high-quality and affordable care for all members across multiple channels across all stages of life.

At Aetna, we’re pioneering a total approach to health and wellness. As a Data Analyst on the Analytics & Behavior Change team, you’ll build industry-leading analytics, data, and technology platforms to help reimagine health care. This position will play a critical role within a cross-functional team, delivering powerful solutions that inform network strategy and design, improve network performance and provider engagement, develop new provider offerings, and enhance consumer experience.

You will be part of a fast-paced, innovative, collaborative team, helping solve problems, drive impact, and deliver key insights to our customers by leveraging innovations in data science, machine & deep learning, and predictive modeling techniques. You will derive meaning from data and deploy robust solutions through provider-directed engagement channels (e.g., digital) that helps consumers identify affordable care, when they need it, and with whom.

Fundamental Components

Participates in the development, validation and delivery of algorithms, statistical models and reporting tools. Solves basic analytical problems.

Uses knowledge of basic big data concepts to contribute to existing analytics projects and initiatives.

Uses existing procedures and precedents to solve straightforward problems.

Familiarity with big data concepts. Works with manager and members of a single team.

Presents recommendations to manager of team.

With direction, performs analyses of structured and unstructured data to solve basic business problems utilizing advanced statistical techniques and mathematical analyses.

Uses data visualization techniques to effectively communicate analytical results and support business decisions.

Recommends additional sources of data for improvements.

Documents data gathering and processing and provides a detailed set of results and analytical metrics.


0 - 1 year of business experience leading analyses and initiatives with track record of business impact.

0-1 year total business experience. May be directly out of undergraduate program.

0 - 1 year of experience strategy consulting or on strategy teams in large companies

0 - 1 year experience programming using R, Hadoop, or Python

Experience in SAS or SQL or other programming languages.


Healthcare sector experience preferred

Demonstrates strong ability to communicate technical concepts and implications to business partners.

Anticipates and prevents problems and roadblocks before they occur.


Bachelor's degree in quantitative field, or an equivalent combination of formal education and experience.


At CVS Health, we are joined in a common purpose: helping people on their path to better health. We are working to transform health care through innovations that make quality care more accessible, easier to use, less expensive and patient-focused. Working together and organizing around the individual, we are pioneering a new approach to total health that puts people at the heart.",3.0,$10+ billion (USD),Health Care,10000+ Employees,Health Care Services & Hospitals,Company - Public,"Washington, DC"
359,$56K - $118K (Employer est.),1941,MD Anderson Cancer Center,Research Data Coordinator Behavioral Science,"Experience using Python
Experience with probabilistic modelling, clustering and deep learning frameworks
Experience with SQL and NoSQL
SAS Data Scientist Certification
Job Type: Full-time
Pay: $90.00 - $110.00 per hour
License/Certification:
SAS Data Scientist Certification (Preferred)",4.2,$2 to $5 billion (USD),Health Care,10000+ Employees,Health Care Services & Hospitals,Hospital,"Houston, TX"
360,$56K - $118K (Employer est.),1812,Citi,"Entry-Level Data Positions (Data Engineer, Machine Learning & Visualization)","Citi Consumer Technology is seeking dozens of talented entry-level engineers for its Data & Analytics organization, based in Dallas, Texas, and Jacksonville, Fla.
We work with a variety of technologies and are hiring across multiple teams, including Visualization, Data Engineering & Machine Learning Engineering. You’ll find more information below on our roles, our interview process, and our commitment to your growth and development.
Applications are accepted year-round, with multiple start dates organized around orientation trainings.
Our Organization
The best way to think about Citi Consumer Technology is that we’re a tech company inside a bank. We develop software that has a variety of end users: mobile apps and websites that help our customers manage their money, desktop software that allows our customer service agents to provide help and advice, and internal databases, microservices or tools that teams at Citi rely upon every day.
Technology
Digital Software Engineering",3.9,$10+ billion (USD),Finance,10000+ Employees,Investment Banking & Asset Management,Company - Public,"Irving, TX"
361,$56K - $118K (Employer est.),1812,Accenture,Data Science Specialist,"Citi Consumer Technology is seeking dozens of talented entry-level engineers for its Data & Analytics organization, based in Dallas, Texas, and Jacksonville, Fla.
We work with a variety of technologies and are hiring across multiple teams, including Visualization, Data Engineering & Machine Learning Engineering. You’ll find more information below on our roles, our interview process, and our commitment to your growth and development.
Applications are accepted year-round, with multiple start dates organized around orientation trainings.
Our Organization
The best way to think about Citi Consumer Technology is that we’re a tech company inside a bank. We develop software that has a variety of end users: mobile apps and websites that help our customers manage their money, desktop software that allows our customer service agents to provide help and advice, and internal databases, microservices or tools that teams at Citi rely upon every day.
Technology
Digital Software Engineering",3.9,$10+ billion (USD),Finance,10000+ Employees,Investment Banking & Asset Management,Company - Public,"Atlanta Central City Post Offi, GA"
362,$56K - $118K (Employer est.),1812,Argonne National Laboratory,Data Scientist - Life Sciences,"Citi Consumer Technology is seeking dozens of talented entry-level engineers for its Data & Analytics organization, based in Dallas, Texas, and Jacksonville, Fla.
We work with a variety of technologies and are hiring across multiple teams, including Visualization, Data Engineering & Machine Learning Engineering. You’ll find more information below on our roles, our interview process, and our commitment to your growth and development.
Applications are accepted year-round, with multiple start dates organized around orientation trainings.
Our Organization
The best way to think about Citi Consumer Technology is that we’re a tech company inside a bank. We develop software that has a variety of end users: mobile apps and websites that help our customers manage their money, desktop software that allows our customer service agents to provide help and advice, and internal databases, microservices or tools that teams at Citi rely upon every day.
Technology
Digital Software Engineering",3.9,$10+ billion (USD),Finance,10000+ Employees,Investment Banking & Asset Management,Company - Public,"Chicago, IL"
363,$56K - $118K (Employer est.),1887,Johnson & Johnson Family of Companies,Data Scientist,,4.2,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ Employees,Biotech & Pharmaceuticals,Company - Public,"Raritan, NJ"
364,$56K - $118K (Employer est.),1887,Envision,Data Scientist,"Janssen Pharmaceuticals, Inc., a member of Johnson & Johnson's Family of Companies, is recruiting for a Data Scientist in Janssen Business Technology located in Titusville, NJ, Raritan, NJ or Horsham, PA.
At the Janssen Pharmaceutical Companies of Johnson & Johnson, what matters most is helping people live full and healthy lives. We focus on treating, curing and preventing some of the most devastating and complex diseases of our time. And we pursue the most promising science, wherever it might be found.
The Janssen Pharmaceutical Companies of Johnson & Johnson provide medicines for an array of health concerns in several therapeutic areas. Our ultimate goal is to help people live healthy lives. We have produced and marketed many first-in-class prescription medications and are poised to serve the broad needs of the healthcare market - from patients to practitioners, from clinics to hospitals. For more about the Pharmaceutical Companies of Johnson & Johnson, visit: http://www.janssenpharmaceuticalsinc.com/.
We are Janssen. Our mission drives us. Our patients inspire us. We collaborate with the world for the health of everyone in it.







United States-New Jersey-Titusville-1125 Trenton Harbourton Road

North America-United States-New Jersey-Raritan, North America-United States-Pennsylvania-Horsham

Johnson & Johnson Services Inc. (6090)

R&D

2105949285W",4.2,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ Employees,Biotech & Pharmaceuticals,Company - Public,"Saint Louis, MO"
365,$56K - $118K (Employer est.),Company - Private,Novartis,Data Scientist (Machine Learning),"Basic Qualifications:
Masters Degree in Statistics, Biostatistics, Data Science, Applied Mathematics, or another highly quantitative discipline;

Strong Python coding skills for data management, visualization, and basic modeling (strong experience and knowledge with standard data science packages such as numpy, pandas, matplotlib, seaborn, sklearn)

Demonstrated knowledge and experience manipulating and analyzing various data sets

Strong Statistical, machine learning and deep learning modeling experience

Strong analytical and quantitative problem solving ability, with demonstrated ability to build, test, and iterate on a variety of model forms

Fast learner and follows project instructions

Strong communication skills and the ability to work with diverse cross-functional teams


Proven experience with good coding practices such as version control, code documentation, automated testing, and code review

Experience working with agriculture or soybean crop data

Experience working with crop disease management or crop protection

Experience in SQL, PySpark, or SparklyR/Spark

Ability to translate complex technical concepts to collaborations, decision makers, and non-technical audiences",,,Unknown / Non-Applicable,51 to 200 Employees,Business Services,Advertising & Marketing,"Cambridge, MA"
366,$56K - $118K (Employer est.),1957,Toyota,Junior Data Scientist,"6,000 people dedicated to discovery - 6 research campuses across the globe. As a Data Scientist you will be a part of this great community working to enable the next breakthrough in innovative medicines for patients in need. You will be at the forefront of life sciences, tackling some incredible challenges that are curing diseases and improving patients’ lives.

As a member of the Data Science – Machine Learning team, you will explore and develop machine learning and other advanced analysis approaches to drive drug discovery towards novel innovative medicines. Together with wet-lab scientists and other computational colleagues, you will identify tractable machine learning problems in all stages of drug discovery from disease biology mechanistic understanding, to therapeutic target identification, assay development, safety, and patient stratification. In your role, you will work with drug discovery teams from many different disease areas as part of a large community of hundreds of data scientists in NIBR and Novartis.

You will frame key questions, define appropriate data sets, perform data analysis, or train machine learning models to ultimately address key scientific needs for projects. You will collaborate closely with bench scientists, software engineers, statisticians and bioinformaticians to make sense of high-dimensional pre-clinical and clinical data. This will require you to deploy cutting-edge data science techniques on a wide variety of different data types in order to enable drug discovery teams to succeed. As a successful candidate, you must demonstrate the ability to work cross-functionally, to communicate well, and to deliver impactful results.",3.9,$10+ billion (USD),Manufacturing,10000+ Employees,Transportation Equipment Manufacturing,Company - Public,"Plano, TX"
367,$56K - $118K (Employer est.),1957,RMDS Lab,Data Scientist for GRMDS.org,"Who We Are
Collaborative. Respectful. A place to dream and do. These are just a few words that describe what life is like at Toyota. As one of the world's most admired brands, Toyota is growing and leading the future of mobility through innovative, high-quality solutions designed to enhance lives and delight those we serve. We're looking for diverse, talented team members who want to Dream. Do. Grow. with us.
An important part of the Toyota family is Toyota Financial Services (TFS), the finance and insurance brand for Toyota and Lexus in North America. While TFS is a separate business entity, it is an essential part of this world-changing company – delivering on Toyota's vision to move people beyond what's possible. At TFS, you will help create best-in-class customer experiences in an innovative, collaborative environment.
Who We're Looking For",3.9,$10+ billion (USD),Manufacturing,10000+ Employees,Transportation Equipment Manufacturing,Company - Public,"Pasadena, CA"
368,$56K - $118K (Employer est.),1957,Accenture,Behavioral Data Science Consultant,"Who We Are
Collaborative. Respectful. A place to dream and do. These are just a few words that describe what life is like at Toyota. As one of the world's most admired brands, Toyota is growing and leading the future of mobility through innovative, high-quality solutions designed to enhance lives and delight those we serve. We're looking for diverse, talented team members who want to Dream. Do. Grow. with us.
An important part of the Toyota family is Toyota Financial Services (TFS), the finance and insurance brand for Toyota and Lexus in North America. While TFS is a separate business entity, it is an essential part of this world-changing company – delivering on Toyota's vision to move people beyond what's possible. At TFS, you will help create best-in-class customer experiences in an innovative, collaborative environment.
Who We're Looking For",3.9,$10+ billion (USD),Business Services,10000+ Employees,,Company - Public,"Austin, TX"
369,$56K - $118K (Employer est.),1989,Accenture,Federal - Data Visualization Specialist,"Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services—all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 514,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com
We are:
Solutions.AI is Accenture's collection of AI solutions that are designed to unlock new efficiencies and growth, enable new ways of working, and facilitate game-changing innovation–3x faster than the typical product lifecycle. Built and delivered on the foundation of Accenture's unparalleled AI expertise, data services, IP and ecosystem partners, our scalable, modular solutions minimize time to market and maximize business impact. The next AI revolution will be built by people like you. Visit us here to find out more about Solutions.AI.",4.1,$10+ billion (USD),Business Services,10000+ Employees,Consulting,Company - Public,"Arlington, VA"
370,$56K - $118K (Employer est.),1989,Capgemini,Entry Level Data Engineer - September Start Date,"Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services—all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 514,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com
We are:
Solutions.AI is Accenture's collection of AI solutions that are designed to unlock new efficiencies and growth, enable new ways of working, and facilitate game-changing innovation–3x faster than the typical product lifecycle. Built and delivered on the foundation of Accenture's unparalleled AI expertise, data services, IP and ecosystem partners, our scalable, modular solutions minimize time to market and maximize business impact. The next AI revolution will be built by people like you. Visit us here to find out more about Solutions.AI.",4.1,$10+ billion (USD),Business Services,10000+ Employees,Consulting,Company - Public,"New York, NY"
371,$56K - $118K (Employer est.),1989,PayPal,Data Scientist 3,"Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services—all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 514,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com
We are:
Solutions.AI is Accenture's collection of AI solutions that are designed to unlock new efficiencies and growth, enable new ways of working, and facilitate game-changing innovation–3x faster than the typical product lifecycle. Built and delivered on the foundation of Accenture's unparalleled AI expertise, data services, IP and ecosystem partners, our scalable, modular solutions minimize time to market and maximize business impact. The next AI revolution will be built by people like you. Visit us here to find out more about Solutions.AI.",4.1,$10+ billion (USD),Business Services,10000+ Employees,Consulting,Company - Public,"Wilmington, DE"
