,Founded,Revenue,Location,Job Title,Rating,Company Name,Size,Type of Ownership,Industry,Sector,Salary Estimate,Job Description
311,1967,$10+ billion (USD),"Atlanta Central City Post Offi, GA",Big Data Dev,,Capgemini,10000+ Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$23 - $31 Per Hour(Employer est.),"Python Developer - With Data Science Experience
C2C
Position is with Cognizant and so should not have a submission with them in the last 3 months. if you applied, don't apply now.
Job Type: Full-time
Pay: $35.00 - $56.00 per hour
Schedule:
8 hour shift"
312,1967,$10+ billion (USD),"Chesapeake, VA",Data Analyst,3.8,clubcarwash,10000+ Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$23 - $31 Per Hour(Employer est.),"Duration: 3+Months

Requirements:

Can deploy infrastructure on their own
Can setup CI/CD on their own
Is familiar with testing strategies
In depth knowledge of SQL and relational databases
Has exposure to other types of databases such as NoSQL
Understands enough about metadata and data governance"
313,,,"Washington, DC",SAS Data Scientist,,FAAZ Consulting,,,,,$23 - $31 Per Hour(Employer est.),"Full Job Description
COMPANY PROFILE
Club Car Wash is one of the fastest growing tunnel car wash companies in the United States. We currently operate 38+ stores throughout Missouri, Kansas, Illinois, and Iowa and plan to surpass 100+ stores by 2023. With this type of growth, there is boundless opportunities for career-minded talent who strives to provide exceptional service and excellent car wash quality for all of our customers. Have fun working in a professional, indoor/outdoor work environment.
Are you ready to #JoinTheClub ?
The Data Analyst analyzes data and provides insights to the business to improve our marketing and lead allocation performance. They research new data sources, deep dive into existing data, discover patterns, offer recommendations and impacts assessments to enable data-driven decision making. The Data Analyst works closely with our data science team to improve scoring and predictive analytics. They develop deep partnerships with business areas within the company."
314,Company - Private,,"Lake Forest, IL",Data Visualization Analyst,,Brilliant,201 to 500 Employees,Unknown / Non-Applicable,,,$23 - $31 Per Hour(Employer est.),"Full Job Description
COMPANY PROFILE
Club Car Wash is one of the fastest growing tunnel car wash companies in the United States. We currently operate 38+ stores throughout Missouri, Kansas, Illinois, and Iowa and plan to surpass 100+ stores by 2023. With this type of growth, there is boundless opportunities for career-minded talent who strives to provide exceptional service and excellent car wash quality for all of our customers. Have fun working in a professional, indoor/outdoor work environment.
Are you ready to #JoinTheClub ?
The Data Analyst analyzes data and provides insights to the business to improve our marketing and lead allocation performance. They research new data sources, deep dive into existing data, discover patterns, offer recommendations and impacts assessments to enable data-driven decision making. The Data Analyst works closely with our data science team to improve scoring and predictive analytics. They develop deep partnerships with business areas within the company."
315,Company - Private,,"Fremont, CA",Data Analyst - Ads Revenue Accounting,2.4,Facebook,201 to 500 Employees,Unknown / Non-Applicable,,,$23 - $31 Per Hour(Employer est.),"Experience using Python
Experience with probabilistic modelling, clustering and deep learning frameworks
Experience with SQL and NoSQL
SAS Data Scientist Certification
Job Type: Full-time
Pay: $90.00 - $110.00 per hour
License/Certification:
SAS Data Scientist Certification (Preferred)"
316,1957,$10+ billion (USD),"Plano, TX",Junior Data Scientist,3.9,Toyota,10000+ Employees,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$23 - $31 Per Hour(Employer est.),
317,1957,$10+ billion (USD),"Atlanta Central City Post Offi, GA",Data Visualization Assistant – PT Temp,3.9,Atlanta Regional Commission,10000+ Employees,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$23 - $31 Per Hour(Employer est.),"Who We Are
Collaborative. Respectful. A place to dream and do. These are just a few words that describe what life is like at Toyota. As one of the world's most admired brands, Toyota is growing and leading the future of mobility through innovative, high-quality solutions designed to enhance lives and delight those we serve. We're looking for diverse, talented team members who want to Dream. Do. Grow. with us.
An important part of the Toyota family is Toyota Financial Services (TFS), the finance and insurance brand for Toyota and Lexus in North America. While TFS is a separate business entity, it is an essential part of this world-changing company – delivering on Toyota's vision to move people beyond what's possible. At TFS, you will help create best-in-class customer experiences in an innovative, collaborative environment.
Who We're Looking For"
318,Government,,"Austin, TX",Junior Data Analyst,3.9,SubjectWell,51 to 200 Employees,State & Regional Agencies,Government,Unknown / Non-Applicable,$23 - $31 Per Hour(Employer est.),"Who We Are
Collaborative. Respectful. A place to dream and do. These are just a few words that describe what life is like at Toyota. As one of the world's most admired brands, Toyota is growing and leading the future of mobility through innovative, high-quality solutions designed to enhance lives and delight those we serve. We're looking for diverse, talented team members who want to Dream. Do. Grow. with us.
An important part of the Toyota family is Toyota Financial Services (TFS), the finance and insurance brand for Toyota and Lexus in North America. While TFS is a separate business entity, it is an essential part of this world-changing company – delivering on Toyota's vision to move people beyond what's possible. At TFS, you will help create best-in-class customer experiences in an innovative, collaborative environment.
Who We're Looking For"
319,2002,$2 to $5 billion (USD),"Denver, CO",Data Scientist,4.5,"VIZIO, Inc.",501 to 1000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$23 - $31 Per Hour(Employer est.),"Center
Center for Livable Communities

Group
Research & Analytics

Salary Range
$15.00-$17.00




POSITION SUMMARY:"
320,1989,$10+ billion (USD),"Arlington, VA",Federal - Data Visualization Specialist,4.1,Accenture,10000+ Employees,Company - Public,Consulting,Business Services,$23 - $31 Per Hour(Employer est.),"About the Team:
VIZIO advertising technology solutions is looking for a highly talented and motivated Data Scientist to help deliver our strategic initiatives in our advertising technology team. We look for people who can effectively partner with Program & Product Management to deliver easy, effective, and insightful analytics. The position can be held in one of several offices (San Francisco, Dallas, Denver, Irvine, New York). We are a close-knit team, focusing on challenging problems that make a difference to our business. We concentrate on high-impact, high-value development, and in this role, you’ll be lynchpin in delivering the software that helps us grow
We are looking for someone who is versatile, methodical, excited by modern technology and enjoys focusing on tackling software challenges.
What You Will Do:
Experiment with different machine learning algorithms and techniques for pattern analysis, statistical modeling, feature engineering and predictive model building
Prototype Machine Learning solutions
About You:
About VIZIO:"
321,1989,$10+ billion (USD),"New York, NY",Entry Level Data Engineer - September Start Date,4.1,Capgemini,10000+ Employees,Company - Public,Consulting,Business Services,$23 - $31 Per Hour(Employer est.),"Organization: Accenture Federal Services
Location: Washington, DC
We are:
Accenture Federal Services, helping our federal clients tackle their toughest challenges while unleashing their fullest potential…and then some. What makes our approach so unique? Operating from the nation’s capital, we bring together commercial innovation and leading-edge technologies to deliver an integrated and interactive experience that far exceeds expectations. How? Our passion meets purpose! Through our diverse culture and inclusive thinking, we embrace our employees' ideas taking them from concept to practical solutions. Not to mention, we sleep well at night knowing our work directly impacts and improves the way the world works. We keep our tech smarts sharp by providing abundant training and certification opportunities. Are you ready to learn and grow in a career, while making a difference?"
322,1967,$25 to $50 million (USD),"Atlanta Central City Post Offi, GA",Data Analyst (US REMOTE),3.8,LeanTaaS,10000+ Employees,Company - Public,,Health Care,$23 - $31 Per Hour(Employer est.),"Travel/Relocation: Must be open to both
Start date: September 20th

Working at Capgemini:

Are you interested in working in a high-tech global consulting firm focused on digital transformations and tech solution implementations? We are looking for a goal oriented compassionate person who can work in a fast-paced environment. Due to our rapid growth we are looking to hire a motivated person who is excited to take the next steps with Capgemini."
323,2010,$25 to $50 million (USD),"Pasadena, CA",Data Scientist for GRMDS.org,3.4,RMDS Lab,51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Health Care,$23 - $31 Per Hour(Employer est.),"We are a Series D company that’s on a mission to make hospitals more efficient with data science and machine learning. 110+ health systems and 400+ hospitals, across 40 states, rely on our award-winning products to increase patient access, decrease wait times, and reduce healthcare delivery costs. We have raised more than $250 million from top-tier investors such as Insight Partners and Goldman Sachs. We have been named among the top 100 AI companies in the world.
*_
This position can be performed remotely from anywhere in the US, regardless of any location that might be specified. This position will have job duties to cover certain requests from 9AM to 5PM Eastern Time (6AM to 2PM Pacific Time)._*
*_
We have offices in Santa Clara, CA and Charlotte, NC for employees who prefer to work regularly or occasionally from an office._*"
324,2004,$10+ billion (USD),"Menlo Park, CA","Data Scientist, Analytics (University Grad)",4.4,Facebook,10000+ Employees,Company - Public,Internet,Information Technology,$23 - $31 Per Hour(Employer est.),"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns and insights that will help our company and our clients. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company and our clients analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns"
325,2004,$10+ billion (USD),"Boulder, CO",SDE- Measurement & Data Science- 2021,4.4,Amazon.com Services LLC,10000+ Employees,Company - Public,Internet,Information Technology,$23 - $31 Per Hour(Employer est.),"Are you passionate about Facebook’s product, analytics and technology? The Analytics team is looking for fast-moving analytics candidates and data junkies who want to make an impact. Candidates will help own analytics for a particular product or business at Facebook and work with product managers and engineers to translate the analysis into meaningful impact to the business. Please note that candidates will have a general interview and then we will make a determination of actual team assignments.
Perform large-scale data analysis and develop effective statistical models for segmentation, classification, optimization, time series, etc.
Design and implement reporting dashboards that track key business metrics and provide actionable insights
Identify actionable insights, suggest recommendations and influence the direction of the business by effectively communicating results to cross-functional groups
Work closely with Product or Engineering & Operations teams to proactively create rule and manage decisions"
326,1994,$10+ billion (USD),"Saint Louis, MO",Data Scientist,3.8,Envision,10000+ Employees,Company - Public,Internet,Information Technology,$23 - $31 Per Hour(Employer est.),"2+ years of non-internship professional software development experience
Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design
1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.
Are you passionate about using Big Data to build customer trust and grow new business? Global advertisers rely on our team's performance insights to drive future investment in Amazon's Advertising Platform and improve the relevance of ads shown to customers. We’re looking for strong Software Engineers that can combine open source technologies such as Hbase, Spark, Hadoop and Presto, as well as AWS services like DynamoDB, Kinesis, Elastic Map Reduce and Redshift to build the next generation of our analytics and visualization platform. If this sounds interesting we’d love to hear from you!
Amazon is well positioned to grow its share of a fast growing online advertising industry due to its unique assets - e-commerce data, service oriented architecture, and startup culture. Be part of a team of industry leading experts that builds and operates one of the largest big data analytics platform at Amazon. Amazon is applying the latest machine learning and big data technologies available to change the way marketers purchase, track, measure, and optimize their advertising spend. We apply these technologies on terabytes of data (over 10B new events per day) and operate clusters that push scalability limits of the existing technologies. We seek to measure every possible signal indicating impact of advertising to provide the most objective result of marketing spends.
This role will involve designing and developing software products that impact many areas of our business. The individual in this role will have responsibility help define requirements, create software designs, implement code to these specifications, provide thorough unit and integration testing, and support products while deployed and used by our stakeholders.

We are hiring in multiple locations, Boulder, Arlington, and Toronto.

The pay range for this position in Colorado is $122,200 - 160,000/yr; however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon's internal or external careers site. Amazon is committed to a diverse and inclusive workplace.

Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us. #madsjob #sspajobs"
327,1994,$10+ billion (USD),"Chesterfield, MO",Precision Genomics Data Science Co-Op,3.8,Bayer,10000+ Employees,Company - Public,Internet,Information Technology,$23 - $31 Per Hour(Employer est.),"2+ years of non-internship professional software development experience
Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design
1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.
Are you passionate about using Big Data to build customer trust and grow new business? Global advertisers rely on our team's performance insights to drive future investment in Amazon's Advertising Platform and improve the relevance of ads shown to customers. We’re looking for strong Software Engineers that can combine open source technologies such as Hbase, Spark, Hadoop and Presto, as well as AWS services like DynamoDB, Kinesis, Elastic Map Reduce and Redshift to build the next generation of our analytics and visualization platform. If this sounds interesting we’d love to hear from you!
Amazon is well positioned to grow its share of a fast growing online advertising industry due to its unique assets - e-commerce data, service oriented architecture, and startup culture. Be part of a team of industry leading experts that builds and operates one of the largest big data analytics platform at Amazon. Amazon is applying the latest machine learning and big data technologies available to change the way marketers purchase, track, measure, and optimize their advertising spend. We apply these technologies on terabytes of data (over 10B new events per day) and operate clusters that push scalability limits of the existing technologies. We seek to measure every possible signal indicating impact of advertising to provide the most objective result of marketing spends.
This role will involve designing and developing software products that impact many areas of our business. The individual in this role will have responsibility help define requirements, create software designs, implement code to these specifications, provide thorough unit and integration testing, and support products while deployed and used by our stakeholders.

We are hiring in multiple locations, Boulder, Arlington, and Toronto.

The pay range for this position in Colorado is $122,200 - 160,000/yr; however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon's internal or external careers site. Amazon is committed to a diverse and inclusive workplace.

Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us. #madsjob #sspajobs"
328,1999,$10+ billion (USD),"Seattle, WA",Data Science Engineer,4.4,Salesforce,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$23 - $31 Per Hour(Employer est.),
329,1999,$10+ billion (USD),"Beaverton, OR","Data Scientist, Digital Loss Prevention",4.4,Nike,10000+ Employees,Company - Public,,Manufacturing,$23 - $31 Per Hour(Employer est.),"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
We're hiring across teams, which include: Analytics, Commerce, Einstein, IoT, Mulesoft, Search Relevance, Security, Service, Service Protection team, Marketing Cloud

In school, or graduated within the last 12 months? Please visit FutureForce for opportunities

Salesforce is looking for an exceptional engineer ideally with a dual background in machine learning and software engineering to help us take on one of the world’s most extensive data sets and transform it into amazing products that feel like magic. You will work on cutting-edge AI applications and products. Brainstorming data product ideas with data scientists and engineers to build data products used by hundreds of millions people every day.










Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records."
330,1989,$10+ billion (USD),"Atlanta Central City Post Offi, GA",Data Science Specialist,4.1,Accenture,10000+ Employees,Company - Public,Consulting,Business Services,$23 - $31 Per Hour(Employer est.),"Organization: Corporate Functions/Research
Location: US Negotiable - New York, Boston, Chicago, Atlanta
Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions — underpinned by the world’s largest delivery network — Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With 505,000 people serving clients in more than 200 cities with operations across 51 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at www.accenture.com.
People in the Corporate Function contribute to the running of Accenture as a high- performance business through specialization within a specific functional area, and grow into internally focused roles by deepening their skills and/or developing new skills within an internal functional area."
331,1812,$10+ billion (USD),"Irving, TX","Entry-Level Data Positions (Data Engineer, Machine Learning & Visualization)",,Citi,10000+ Employees,Company - Public,Investment Banking & Asset Management,Finance,$23 - $31 Per Hour(Employer est.),"Organization: Corporate Functions/Research
Location: US Negotiable - New York, Boston, Chicago, Atlanta
Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions — underpinned by the world’s largest delivery network — Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With 505,000 people serving clients in more than 200 cities with operations across 51 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at www.accenture.com.
People in the Corporate Function contribute to the running of Accenture as a high- performance business through specialization within a specific functional area, and grow into internally focused roles by deepening their skills and/or developing new skills within an internal functional area."
332,1812,$10+ billion (USD),"Las Vegas, NV",Data Governance Tool/Analyst,3.9,Capgemini,10000+ Employees,Company - Public,Investment Banking & Asset Management,Finance,$23 - $31 Per Hour(Employer est.),"Citi Consumer Technology is seeking dozens of talented entry-level engineers for its Data & Analytics organization, based in Dallas, Texas, and Jacksonville, Fla.
We work with a variety of technologies and are hiring across multiple teams, including Visualization, Data Engineering & Machine Learning Engineering. You’ll find more information below on our roles, our interview process, and our commitment to your growth and development.
Applications are accepted year-round, with multiple start dates organized around orientation trainings.
Our Organization
The best way to think about Citi Consumer Technology is that we’re a tech company inside a bank. We develop software that has a variety of end users: mobile apps and websites that help our customers manage their money, desktop software that allows our customer service agents to provide help and advice, and internal databases, microservices or tools that teams at Citi rely upon every day.
Technology
Digital Software Engineering"
333,,,"Chicago, IL",Data Engineer,,Treeco Group,,,,,$23 - $31 Per Hour(Employer est.),
334,,,"Atlanta Central City Post Offi, GA",Big Data Dev,,Capgemini,,,,,$23 - $31 Per Hour(Employer est.),"We’re looking for an experienced Data Engineer with a strong background in statistics and SQL, Python and/or R skills to join our team! Do you want a role where you can really make a difference? Then this role could be perfect for you! In this role you will apply your deep expertise in analytics and data science techniques to enable better customer understanding and inform business decisioning for us.
Key Responsibilities
Contribute to a shared analytics architecture and plan for machine decisioning, claims optimisation and manage components of delivery to that plan.
Elicit and understand stakeholder needs before scoping and developing analytical methodologies to generate training data and build advanced analytical models and solutions with a view to activating them within business processes.
Adopt a product management approach to deliver valuable improvements often, continuously improve and meet stakeholder needs."
335,1967,$10+ billion (USD),"Fort Worth, TX",Data Scientist Associate - Level 1,,LOCKHEED MARTIN CORPORATION,10000+ Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$23 - $31 Per Hour(Employer est.),"We’re looking for an experienced Data Engineer with a strong background in statistics and SQL, Python and/or R skills to join our team! Do you want a role where you can really make a difference? Then this role could be perfect for you! In this role you will apply your deep expertise in analytics and data science techniques to enable better customer understanding and inform business decisioning for us.
Key Responsibilities
Contribute to a shared analytics architecture and plan for machine decisioning, claims optimisation and manage components of delivery to that plan.
Elicit and understand stakeholder needs before scoping and developing analytical methodologies to generate training data and build advanced analytical models and solutions with a view to activating them within business processes.
Adopt a product management approach to deliver valuable improvements often, continuously improve and meet stakeholder needs."
336,1967,$10+ billion (USD),"New York, NY",Entry Level Data Engineer - September Start Date,3.8,Capgemini,10000+ Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$23 - $31 Per Hour(Employer est.),"Duration: 3+Months

Requirements:

Can deploy infrastructure on their own
Can setup CI/CD on their own
Is familiar with testing strategies
In depth knowledge of SQL and relational databases
Has exposure to other types of databases such as NoSQL
Understands enough about metadata and data governance"
337,1975,$10+ billion (USD),"Bellevue, WA",Data & Applied Scientist,4.4,Microsoft,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$23 - $31 Per Hour(Employer est.),"Travel/Relocation: Must be open to both
Start date: September 20th

Working at Capgemini:

Are you interested in working in a high-tech global consulting firm focused on digital transformations and tech solution implementations? We are looking for a goal oriented compassionate person who can work in a fast-paced environment. Due to our rapid growth we are looking to hire a motivated person who is excited to take the next steps with Capgemini."
338,1975,,"Pasadena, CA",Data Scientist for GRMDS.org,4.4,RMDS Lab,10000+ Employees,Company - Public,Computer Hardware & Software,,$23 - $31 Per Hour(Employer est.),"Are you looking for an opportunity to solve business-critical problems for Fortune-500 customers globally using cutting-edge AI and ML technology? Do you enjoy tackling technical challenges and producing innovative solutions to real-world problems? Then come join the AI Platform team in Microsoft. You will be working along the best AI/ML engineering, science, and product talent in the industry and engaging with the largest, most complex customers and ISVs in the world.
Artificial Intelligence (AI) and Machine Learning (ML) is the next explosive growth area in technology relevant to every business in every industry on the planet. The data economy is already booming, and in 2021 there will be a projected 35 zettabytes of data generated by 50 billion connected devices. From these mountains of data, AI and ML will harvest valuable predictive signals and patterns that will fundamentally transform the face of business. With our own already existing volumes of data and research assets, Microsoft is investing to be a key player and a market leader in this industry.

The AI Platform organization at Microsoft has the charter to bring the best of our AI & Research assets, tools and cloud infrastructure, rich data, and trusted position together, to deliver AI and ML services and solutions to customers. The mission of the AI Commercial Engineering team within the AI Platform Product Management organization is to co-innovate, incubate, and improve our core AI platform from scenarios utilizing Azure Cognitive Services and Azure ML. We do so by building and infusing AI technologies in real world solutions and extending the signals from real world patterns to building robust, scalable AI platform services and products. To achieve this, we are co-innovating AI and ML powered solutions (rich APIs, ML models and end to end services) with our strategic ISVs and Enterprise customers, leveraging many other Azure technologies, including Azure Data Analytics (Synapse, ADF, SQL and ADB) and Python/C# microservices, Azure Functions and AKS."
339,Company - Public,,"Sacramento, CA",Python Developer -With Data Science Experience,,Pivosys Inc.,,Unknown / Non-Applicable,,,$23 - $31 Per Hour(Employer est.),"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns and insights that will help our company and our clients. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company and our clients analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns"
340,Company - Public,,"Greenville, NC",QC Scientist 1 - Data Auditor,,Thermo Fisher Scientific,1 to 50 Employees,Unknown / Non-Applicable,,,$23 - $31 Per Hour(Employer est.),"Python Developer - With Data Science Experience
C2C
Position is with Cognizant and so should not have a submission with them in the last 3 months. if you applied, don't apply now.
Job Type: Full-time
Pay: $35.00 - $56.00 per hour
Schedule:
8 hour shift"
341,1998,$10+ billion (USD),"San Jose, CA",Data Scientist 1,3.8,PayPal,10000+ Employees,Company - Public,Internet,Information Technology,$23 - $31 Per Hour(Employer est.),"Python Developer - With Data Science Experience
C2C
Position is with Cognizant and so should not have a submission with them in the last 3 months. if you applied, don't apply now.
Job Type: Full-time
Pay: $35.00 - $56.00 per hour
Schedule:
8 hour shift"
342,1989,$10+ billion (USD),"Arlington, VA",Federal - Data Visualization Specialist,,Accenture,10000+ Employees,Company - Public,Consulting,Business Services,$23 - $31 Per Hour(Employer est.),"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 392 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: Simility, a PayPal Service, is an end-to-end fraud management platform helping large merchants, banks, and other Fortune 1000 companies manage fraud and risk. Our systems help enterprises detect fraudulent events real time and help protect these enterprises from online threats. We do so by creatively harnessing the power of data, machine learning and humans and be on the cutting edge of fraud detection techniques and algorithms. Simility welcomes big thinkers and passionate team players, who are ready to take their career to the next level."
343,1989,$10+ billion (USD),"Salt Lake City, UT",Data Engineer 1,4.1,Salt Lake Community College,10000+ Employees,Company - Public,Consulting,Business Services,$23 - $31 Per Hour(Employer est.),"Organization: Accenture Federal Services
Location: Washington, DC
We are:
Accenture Federal Services, helping our federal clients tackle their toughest challenges while unleashing their fullest potential…and then some. What makes our approach so unique? Operating from the nation’s capital, we bring together commercial innovation and leading-edge technologies to deliver an integrated and interactive experience that far exceeds expectations. How? Our passion meets purpose! Through our diverse culture and inclusive thinking, we embrace our employees' ideas taking them from concept to practical solutions. Not to mention, we sleep well at night knowing our work directly impacts and improves the way the world works. We keep our tech smarts sharp by providing abundant training and certification opportunities. Are you ready to learn and grow in a career, while making a difference?"
344,1957,$10+ billion (USD),"Plano, TX",Junior Data Scientist,3.9,Toyota,10000+ Employees,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$23 - $31 Per Hour(Employer est.),"Salt Lake Community College has made a commitment to becoming a data-informed institution to meet ambitious strategic planning metrics. A major portion of this initiative is fueled by the development and continued growth of the college’s data warehouse. The data engineer will work in Data Science and Analytics alongside a team of rockstar analysts, data visualizers, and data scientists to continue the development of the college’s data warehouse. The data engineer will develop, construct, test, and maintain analytical data architectures containing institutional data for Salt Lake Community College. The data engineer will take the lead in data warehouse development including identifying business needs, investigating and relating disparate data sources and creating efficient and performant data pipelines that process raw data into valuable data structures. The data engineer will proactively identify data quality issues and create quality assurance checks, reports, or apply transformations as needed. The data engineer may also develop data products, including dashboards or apps, to communicate complex data relationships or transformations.
Essential Responsibilities and Duties Essential Responsibilities and Duties Continued Preferred Qualifications
Experience with cloud technologies (Docker and Airflow in particular)
Experience with a data warehouse or data integration.
Experience working with a multidisciplinary team of researchers, analysts, and business data users.
Experience with higher education software such as Banner, Canvas, or Starfish.
Three (3) years of experience working with data.
Minimum Qualifications



Knowledge, Skills & Abilities
Non-Essential Responsibilities and Duties Special Instructions

FLSA Exempt SLCC Information"
345,1957,$10+ billion (USD),Virginia,Data Analyst,3.9,FedEx Services,10000+ Employees,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$23 - $31 Per Hour(Employer est.),"Who We Are
Collaborative. Respectful. A place to dream and do. These are just a few words that describe what life is like at Toyota. As one of the world's most admired brands, Toyota is growing and leading the future of mobility through innovative, high-quality solutions designed to enhance lives and delight those we serve. We're looking for diverse, talented team members who want to Dream. Do. Grow. with us.
An important part of the Toyota family is Toyota Financial Services (TFS), the finance and insurance brand for Toyota and Lexus in North America. While TFS is a separate business entity, it is an essential part of this world-changing company – delivering on Toyota's vision to move people beyond what's possible. At TFS, you will help create best-in-class customer experiences in an innovative, collaborative environment.
Who We're Looking For"
346,1957,$10+ billion (USD),"Austin, TX",SW Engineering Technologist - ML/AI,3.9,Dell Technologies,10000+ Employees,Company - Public,IT Services,Information Technology,$23 - $31 Per Hour(Employer est.),"Who We Are
Collaborative. Respectful. A place to dream and do. These are just a few words that describe what life is like at Toyota. As one of the world's most admired brands, Toyota is growing and leading the future of mobility through innovative, high-quality solutions designed to enhance lives and delight those we serve. We're looking for diverse, talented team members who want to Dream. Do. Grow. with us.
An important part of the Toyota family is Toyota Financial Services (TFS), the finance and insurance brand for Toyota and Lexus in North America. While TFS is a separate business entity, it is an essential part of this world-changing company – delivering on Toyota's vision to move people beyond what's possible. At TFS, you will help create best-in-class customer experiences in an innovative, collaborative environment.
Who We're Looking For"
347,1984,$10+ billion (USD),"Atlanta Central City Post Offi, GA",Specialist,4.2,Delta,10000+ Employees,Company - Public,IT Services,Information Technology,$23 - $31 Per Hour(Employer est.),"Principal Software Engineer
The Software Engineering team delivers next-generation application enhancements and new products for a changing world. Working at the cutting edge, we design and develop software for platforms, peripherals, applications and diagnostics — all with the most advanced technologies, tools, software engineering methodologies and the collaboration of internal and external partners.
Join us as a Principal Software Engineer on our Engineering Development team in Austin, TX to do the best work of your career and make a profound social impact.

What you’ll achieve
As a Software Principal Engineer, you will be responsible for developing sophisticated systems and software basis the customer’s business goals, needs and general business environment creating software solutions.
You will:

Take the first step towards your dream career
Every Dell Technologies team member brings something unique to the table. Here’s what we are looking for with this role:

Essential Requirements"
